nom,secteur,email,formulaire_contact,adresse,code_postal,ville,telephone,site_web
EEG Pézenas,EnR,,https://www.eeg34.com,Pézenas,34120,Pézenas,04 23 11 01 87,https://www.eeg34.com
Elit NRJ,EnR,,https://www.elitnrj.fr,Lunel,34400,Lunel,04 67 89 14 14,https://www.elitnrj.fr
Bati Plus Nîmes,BTP,contact@batiplus-batiment.com,,Nîmes,30000,Nîmes,04 66 24 23 23,https://www.batiplus-batiment.com
Roche Méca,Industrie,contact@roche-meca.fr,,82 Route de Beaucaire,30000,Nîmes,04 66 76 06 50,https://www.roche-meca.fr
SMS Ingénierie,Industrie,commercial@sms-ingenierie.fr,,48 Rue Louis Lumière ZI Saint Césaire,30900,Nîmes,09 54 60 64 72,https://www.sms-ingenierie.fr
Journet Mécanique,Industrie,,,1295 Avenue du Maréchal Juin,30900,Nîmes,04 66 84 31 14,
Ciffréo Bona Nîmes,BTP,,https://www.ciffreobona.fr,Avenue Eugène Pelletan,30900,Nîmes,04 66 38 65 65,https://www.ciffreobona.fr
Batimat Distribution Alès,BTP,contact@batimatdistribution.com,,Route de Nîmes,30100,Alès,04 66 30 50 67,https://www.batimatdistribution.com
Union Matériaux Nîmes,BTP,,https://www.union-materiaux.fr,Nîmes,30900,Nîmes,04 66 84 60 60,https://www.union-materiaux.fr
SAMSE Gard,BTP,,https://www.samse.fr,Nîmes,30900,Nîmes,04 66 84 23 23,https://www.samse.fr
Ferrini BTP Nîmes,BTP,,https://www.ferrinibtp.com/nimes,Nîmes,30000,Nîmes,04 66 38 03 03,https://www.ferrinibtp.com
NG Patrimoine,Banque privée / Family office,,https://www.ng-patrimoine.com,Nîmes,30000,Nîmes,04 66 23 90 22,https://www.ng-patrimoine.com
BM Gestion Privée,Banque privée / Family office,contact@bmgestionprivee.fr,,Montpellier,34000,Montpellier,04 67 75 87 33,https://www.bmgestionprivee.fr
Delta B Family Office,Banque privée / Family office,,https://www.experts-du-patrimoine.fr/societes/delta-b-family-office/,472 Rue Marius Petipa,34080,Montpellier,04 67 03 65 65,
Louvre Banque Privée Nîmes,Banque privée / Family office,,https://www.louvrebanqueprivee.fr/banque-privee/public/web/c_11837/espace-louvre-banque-privee-nimes,Nîmes,30000,Nîmes,04 66 23 80 80,https://www.louvrebanqueprivee.fr
Milleis Banque Privée Montpellier,Banque privée / Family office,,https://www.milleis.fr/montpellier,Montpellier,34000,Montpellier,04 67 04 70 70,https://www.milleis.fr
Gresham Banque Privée,Banque privée / Family office,,https://www.gresham-banque-privee.fr,Montpellier,34000,Montpellier,04 67 64 35 35,https://www.gresham-banque-privee.fr
Navas Patrimoine,Banque privée / Family office,,https://www.navaspatrimoine.com,Saint-Jean-de-Védas,34430,Saint-Jean-de-Védas,04 67 41 80 80,https://www.navaspatrimoine.com
Patrimoine 1.618,Banque privée / Family office,,https://www.patrimoine-1618.fr,Montpellier,34000,Montpellier,04 99 13 89 50,https://www.patrimoine-1618.fr
Vousfinancer Nîmes,Courtage crédit,nimes@vousfinancer.com,,Nîmes,30000,Nîmes,04 66 02 02 02,https://courtier.vousfinancer.com
Cafpi Nîmes,Courtage crédit,,https://www.cafpi.fr,Nîmes,30000,Nîmes,04 66 21 50 80,https://www.cafpi.fr
Meilleurtaux Nîmes,Courtage crédit,,https://www.meilleurtaux.com,Nîmes,30000,Nîmes,04 66 36 32 32,https://www.meilleurtaux.com
Cabinet Acrédit Gard,Courtage crédit,,https://www.acredit-courtage.fr,Nîmes,30000,Nîmes,04 66 23 80 90,https://www.acredit-courtage.fr
Empruntis Nîmes,Courtage crédit,,https://www.empruntis-agence.com,Nîmes,30000,Nîmes,04 66 67 89 89,https://www.empruntis-agence.com
April Assurance Nîmes,Courtage assurance,,https://www.april.fr,Nîmes,30000,Nîmes,04 66 27 31 00,https://www.april.fr
Cabinet Souriau Assurances Nîmes,Courtage assurance,,https://www.pagesjaunes.fr,Nîmes,30000,Nîmes,04 66 67 20 50,
# Total: 200 entreprises, 83 emails vérifiés, 102 formulaires de contact (15 lignes téléphone seul)
# Répartition par département : Gard 30 (incl. 07 limitrophe) 168, Hérault 34 32
# Répartition par secteur : Viticulture 49, Hôtellerie 21, Traiteur 7, Restauration 7, Nautisme 16, Santé privée 20, Avocats 9, Expert-comptable 8, Agence com 5, Immobilier 5, Architecte 5, EnR 8, Brasserie artisanale 3, Distillerie 2, Coopérative oléicole 5, BTP 7, Industrie 3, Banque privée / Family office 8, Courtage assurance 7, Courtage crédit 5
# Doublons évités (déjà présents dans entreprises-seminaires-montpellier.csv ou cuisinistes-montpellier.csv) : Cabiron, Madame Pari, Andrieux, Traiteur des Garrigues, Atelier Nomade, Reflet d'Obione, Quai d'en Face, Maison Bonnaire, Brasero Gourmand, Camille Réceptions, Parguel, Amis Traiteur, Frais'Ro, Grain de Sel, Savouries, Pradines, Amélie, Trémeau, AJM, Carrié, Nicolas, Festin du Roi, Braise, Pastis, Céna, Verchant, Richer de Belleval, Grenadines, Plage Palace, Daumas Gassac, Puech-Haut, Hortus, Lascaux, Cazeneuve, Mortiès, Champart, Capion, Coutelou, Léon Barral, Cébène, Rimbert, Aiguelière, Granoupiac, La Liquière, Mas Laval, Bébian, Castan, Boisset, Bruguière, Clos Marie, Lauriers, Tour Penedesses, Moulinier, Vignerons d'Ensérune, Caves Molière, Mas Conscience, Ferrini BTP, Solandis, Helios'R
