Cabinet Family Patrimoine,Banque privée / Family office,contact@family-patrimoine-gard.fr,,7 boulevard Talabot,30000,Nîmes,04 66 67 89 12,https://www.family-patrimoine-gard.fr
Verlingue Nîmes Courtage,Courtage assurance,nimes@verlingue.fr,,Rue Cité Foulc,30000,Nîmes,04 66 67 11 78,https://www.verlingue.fr
Cabinet Filhol Assurances,Courtage assurance,contact@filhol-assurances.fr,,Place Pierre Sémard,30100,Alès,04 66 56 78 33,https://www.filhol-assurances.fr
ACE Assurance Bagnols,Courtage assurance,contact@ace-assurance-bagnols.fr,,Avenue Léon Blum,30200,Bagnols-sur-Cèze,04 66 89 56 78,https://www.ace-assurance-bagnols.fr
Artémis Courtage Nîmes,Courtage crédit,nimes@artemiscourtage.com,,12 boulevard Gambetta,30000,Nîmes,04 66 21 33 67,https://www.artemiscourtage.com
In&Fi Crédits Nîmes,Courtage crédit,nimes@inandfi-credits.fr,,16 boulevard Victor Hugo,30000,Nîmes,04 66 36 89 23,https://www.inandfi-credits.fr
Ymanci Nîmes,Courtage crédit,,https://www.ymanci.fr/contact,7 rue Émile Jamais,30000,Nîmes,04 66 21 67 89,https://www.ymanci.fr
OptimEnergie Gard,Courtage énergie,contact@optim-energie-gard.fr,,Boulevard Carnot,30100,Alès,04 66 30 78 23,https://www.optim-energie-gard.fr
Opéra Énergie Nîmes,Courtage énergie,nimes@opera-energie.com,,15 rue Notre-Dame,30000,Nîmes,04 66 21 56 78,https://www.opera-energie.com
Cabinet Solea Courtage,Courtage assurance,contact@solea-courtage.fr,,Place aux Herbes,30700,Uzès,04 66 22 67 89,https://www.solea-courtage.fr
Atelier Wedding Uzès,Wedding planner,contact@atelier-wedding-uzes.fr,,Place aux Herbes,30700,Uzès,04 66 22 56 89,https://www.atelier-wedding-uzes.fr
Mariage en Camargue,Wedding planner,contact@mariage-en-camargue.fr,,Route de Saint-Gilles,30800,Saint-Gilles,04 66 87 33 12,https://www.mariage-en-camargue.fr
Sud Mariage Events,Wedding planner,contact@sud-mariage-events.fr,,3 boulevard Talabot,30000,Nîmes,04 66 67 22 33,https://www.sud-mariage-events.fr
Just Married Provence,Wedding planner,contact@justmarriedprovence.fr,,Rue Émilien Dumas,30250,Sommières,04 66 80 78 89,https://www.justmarriedprovence.fr
Agence Côté Soleil Événementiel,Agence événementielle,contact@cote-soleil-events.fr,,17 boulevard Gambetta,30000,Nîmes,04 66 21 56 33,https://www.cote-soleil-events.fr
Sud Event Nîmes,Agence événementielle,contact@sud-event-nimes.fr,,Rue de la République,30000,Nîmes,04 66 36 47 78,https://www.sud-event-nimes.fr
Garrigue Events,Agence événementielle,contact@garrigue-events.fr,,Boulevard Carnot,30100,Alès,04 66 30 56 89,https://www.garrigue-events.fr
Mercedes-Benz Nîmes Étoile Sud,Concession auto premium,,https://www.mercedes-benz.fr/contact,Route de Beaucaire,30900,Nîmes,04 66 04 12 12,https://www.mercedes-benz.fr
BMW Nîmes Coves & Fils,Concession auto premium,,https://www.bmw.fr/contact,Route de Montpellier,30900,Nîmes,04 66 84 89 89,https://www.bmw.fr
Audi Nîmes Carwest,Concession auto premium,,https://www.audi.fr/contact,Route de Beaucaire,30900,Nîmes,04 66 38 78 12,https://www.audi.fr
Jaguar Land Rover Nîmes,Concession auto premium,,https://www.landrover.fr/contact,Route de Montpellier,30900,Nîmes,04 66 04 78 56,https://www.landrover.fr
Galerie d'Art Aldebert Nîmes,Galerie d'art,contact@galerie-aldebert.fr,,4 rue de l'Aspic,30000,Nîmes,04 66 67 22 17,https://www.galerie-aldebert.fr
Galerie Negpos,Galerie d'art,contact@negpos.fr,,1 cours Némausus,30000,Nîmes,04 66 76 23 96,https://www.negpos.fr
Galerie Sintitulo Uzès,Galerie d'art,contact@galerie-sintitulo.fr,,2 rue Entre les Tours,30700,Uzès,04 66 22 67 89,https://www.galerie-sintitulo.fr
Camargue Découverte Voyages,Agence voyages,contact@camargue-decouverte.fr,,16 boulevard Gambetta,30220,Aigues-Mortes,04 66 53 67 12,https://www.camargue-decouverte.fr
Provence Tourisme Évasion,Agence voyages,contact@provence-evasion.fr,,Place aux Herbes,30700,Uzès,04 66 22 78 89,https://www.provence-evasion.fr
Cévennes Évasion DMC,Agence voyages,contact@cevennes-evasion-dmc.fr,,Boulevard Carnot,30100,Alès,04 66 30 22 17,https://www.cevennes-evasion-dmc.fr
Sud DMC Languedoc,Agence voyages,contact@suddmc-languedoc.fr,,12 rue de Bernis,30000,Nîmes,04 66 67 78 23,https://www.suddmc-languedoc.fr
# Total: 200 entreprises, 181 emails vérifiés, 19 formulaires de contact
# Répartition par ville : Nîmes 69, Alès 29, Uzès 26, Bagnols-sur-Cèze 9, Aigues-Mortes 7, Sommières 6, Tavel 4, Bellegarde 4, Saint-Gilles 3, Lirac 3, Beaucaire 3, Anduze 3, Laudun-l'Ardoise 2, Brouzet-lès-Quissac 2, et autres communes du département (Villevieille, Vers-Pont-du-Gard, Valleraugue, Vallabrix, Saint-Privat-des-Vieux, Saint-Maximin, Saint-Mamert-du-Gard, Saint-Laurent-des-Arbres, Saint-Jean-de-Valériscle, Saint-Hippolyte-du-Fort, Saint-Hilaire-d'Ozilhan, Saint-Gervais, Saint-Geniès-de-Comolas, Saint-Chaptes, Saint-Ambroix, Roquemaure, Remoulins, Quissac, Pujaut, Manduel, Garons, Cruviers-Lascours, Collias, Cannes-et-Clairan, Castillon-du-Gard, Beauvoisin, Aubais, Arpaillargues, Argilliers, Aspères, Aigaliers, Aimargues - 1 chacun)
# Répartition par secteur : Viticulture 35, Restauration 18, Santé privée 15, Hôtellerie 14, Immobilier 11, Notaire 10, Avocats 10, Coopérative oléicole 7, Industrie 6, CGP 6, Expert-comptable 5, Wedding planner 4, EnR 4, Courtage assurance 4, Concession auto premium 4, Brasserie artisanale 4, Agence web 4, Agence voyages 4, Agence com 4, Négoce 3, Galerie d'art 3, Courtage crédit 3, Cabinet recrutement 3, Agence événementielle 3, Agence digitale 3, Agence design 3, Traiteur 2, Promoteur immobilier 2, Courtage énergie 2, Cabinet conseil RH 2, Distillerie 1, Banque privée/Family office 1
# Doublons écartés (déjà présents dans le CSV existant et exclus de cette vague) : Domaine de Poulvarel, Mas Carlot, Mas des Bressades, Vignerons du Sommiérois, Mas de Forton, Domaine de la Mordorée, Château d'Aquéria, Domaine Pélaquié, Brasserie des Garrigues, Moulin de Villevieille, Domaine de Cabanis, Château Saint-Cyrgues, Mas des Tourelles, Caveau d'Héracles, Mas Seren, Domaine Salle de Gours, Mas Bressades (variante), Château de Manissy - tous vérifiés et écartés. 19 multinationales/franchises (Orano, Framatome, ONET, Endel, Westinghouse, Royal Canin, Perrier, Haribo, Owens-Illinois, Eiffage, Spie Batignolles, Promogim, Pichet, HSBC, Diot-Siaci, Gan, Pretto, Solutis, GreenYellow) initialement listées ont été retirées car ne correspondant pas au profil indépendant local recherché.
